commentID,status,commentSequence,userID,userDisplayName,userLocation,userTitle,userURL,picURL,commentTitle,commentBody,createDate,updateDate,approveDate,recommendations,replyCount,editorsSelection,parentID,parentUserDisplayName,depth,commentType,trusted,recommendedFlag,permID,isAnonymous,article_id
100600915,approved,100600915,0,Anthony,Tacoma WA,NULL,NULL,,<br\//>,"The premise of this article is disingenuous. The states, by law, already collect hospital discharge data for inpatient and outpatients that is available to real researchers from these government agencies; here is WA state it's known as CHARS. What the author is talking about is making health data COMMERCIALLY available to for-profit companies. Everyone is already on board with the former (it already exists), I would guess almost no one (except for the companies trying to profit off of it) believes the latter is a good idea.",1558542650,1559053862,1558542651,6,0,False,,,1,comment,0,0,100600915,False,0
100598967,approved,100598967,0,Fourteen14,Boston,NULL,NULL,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-fd835a2fd21d0855af22b8aebf379ec31b8b976b38a68a27f1f09793eb9e13e4.jpg,<br\//>,"The entire problem of privacy and sharing data is based on surveillance capitalism using our private information to herd our behaviors for their profit.  This is subliminal behavior modification.  All the corporations are jumping onto this technology, which they share. They are destroying our freedom and our humanity.

We could delink and anonymize our private lives, represented by our data tracks, from corporate monetization.  And we might altruistically think that our scrubbed data would be beneficial to the common good, that we'd be teaching a machine to do good.  But we know that under the guise of making your life more personal and more convenient, corporations would use that average human behavior based algorithm to their advantage, and against ours.

Profit-making corporations never place our interests above theirs.  They always use us for their own ends, while telling us it's for our own good.   You cannot trust them because they continually lie.  

We think that we're the consumers but actually it's the corporations that are consuming us.  They see us as free raw materials.",1558537880,1559052587,1558542399,67,3,True,,,1,comment,0,0,100598967,False,0
100602896,approved,100602896,0,TJ Martin,"Denver , CO",NULL,NULL,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-a8b965b8dfb6ff9d385754ca6882788dfc67eb68d9350bfab3208549db35c435.jpg,<br\//>,"@Fourteen14

I Absolutely agree  . The author's  deluded conclusion  that the corporate entities mining our data and treating us as no more than a commodity to be bought  , sold and traded at will have our best interests ,  health and wellbeing as part of their agenda shows the author himself tooth be blinded to reality as well as  having  an extreme bias in favor of Tech for Tech's sake .. all others be damed ! 

Simply stated the author is part of the problem ... and is in dire need of reevaluating his personal ethics ,  philosophy and morality which on the surface appears to be more in line with Ayn Rand... than any sense of altruism or concern for our health or well being  [  Ayn Rand strongly  condemned altruism , generosity , concern for one's fellow man and charity while lauding narcism , greed etc as positive personality traits to be sought and cultivated  * ] 

* As a digestible and condensed  reference to the destructive  philosophy and ideologies of Ayn Rand and the damage it has created from Silicon  Valley to DC to faith and religion in the US  [ mainly christianity in all its forms ]  I highly recommend : 

 ""Mean  Girl  : Ayn Rand and the culture of greed  "" ;  by Lisa Duggan",1558545591,1559052615,1558545697,6,0,False,100598967.0,Fourteen14,2,userReply,0,0,100602896,False,0
100610204,approved,100610204,0,charles doody,AZ,NULL,NULL,,<br\//>,"@Fourteen14   Your comment is dead on, 100% correct.  We have entered a neo-colonial era where  Oligarchs and huge corporations have assumed the position that the sovereign nations of Western Europe held from the  15th through mid-20th century.    These neo-colonial oppressors are strip mining our wallets and any semblance of privacy or dignity we have sought to shield from them.  They have purchased the governments that are supposed to represent us in order to change any laws that stand in the way of their greedy imperialist objectives in order to make their theft from, and enslavement of the common man seem legal.",1558564924,1559052618,1558586665,4,0,False,100598967.0,Fourteen14,2,userReply,0,0,100610204,False,0
100608850,approved,100608850,0,Fourteen14,Boston,NULL,NULL,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-fd835a2fd21d0855af22b8aebf379ec31b8b976b38a68a27f1f09793eb9e13e4.jpg,<br\//>,"@Fourteen14

Thought I should add that my privacy concern is with profit-making entities and not the non-profits.  And Mr. Miner is likely making the correct point that big data is needed to feed those learning algorithms designed to make our lives truly better.  

This is another area, by the way, that China's AI has a leg up due to their vast population data (maybe using our phones too).  Whichever country that pulls ahead first with AI rules the future.  (Moreover, their command economy is very well suited to AI).

A-student researchers have deep knowledge in a narrow domain.  They are purists unsullied by concern for profit.  The B-students, whom they work for, focus on that.  The naivety of the researcher locked into his lab is understandable.  They make the breakthroughs but the money guys own and fund their research.  

Profit, not data, is the root of evil.  You don't need it (as they say you do) to make a corporation viable.  Profit is excess, all expenses including reinvestment and salaries have already been paid.  Profit is rent to risk investors and a cushion for a rainy day.  But you don't need it; non-profits work fine without the premium and are not pushed to monetize everything at all costs.

I'd have no problem with non-profit research groups using big data to fulfill their mission.  They have no inherent motivation to get greedy.  It's only the profit-at-any-cost corporations that we need to protect against.  They will kill your entire family for a dime.",1558560599,1559220659,1558586678,4,0,False,100598967.0,Fourteen14,2,userReply,0,0,100608850,False,0
100600578,approved,100600578,0,Steve Fankuchen,"Oakland, CA",NULL,NULL,,<br\//>,"A lot of commenters think the author's case would be a good idea, if there were sufficient regulation. Unfortunately, they don't seem to understand that, when it comes to the internet, regulation  --  even presuming such were enforced  --  is largely meaningless. Contrary to what we all would like to believe, the ""bad guys"" are as smart as the ""good guys"" and, likely more motivated. 

In any case, as the internet is truly international infrastructure, it would take a world comprised of nations with very differing values and agendas to agree on the what and how of such regulation, a concept even science fiction writers would have trouble maintaining in any credible manner.",1558542296,1559049645,1558542297,5,0,False,,,1,comment,0,0,100600578,False,0
100595367,approved,100595367,0,B.,Brooklyn,NULL,NULL,,<br\//>,"People with medical conditions often have to make multiple trips to various doctors (often affiliated with different hospitals) and various imaging offices in order to collect valuable reports and CDs of scans so they can be read and scrutinized by others. 

Not every doctor gives out email addresses. Not every household has a fax machine. Not every patient has the stamina to fetch actual CDs from archives offices and deliver them elsewhere. 

Allowing medical records to be accessed is a good thing. Yes, personal information is included. So's one's social security number at times. But I think the barn door's been left open on that one.",1558522385,1558968205,1558542280,16,2,True,,,1,comment,0,0,100595367,False,0
100601779,approved,100601779,0,Middleman MD,"New York, NY",NULL,NULL,,<br\//>,"@B.
This is phenomenally foolish and short sighted.  Many people also have conditions, like sexually transmitted diseases, or diseases which may carry a social stigma in their communities.  If you want to share your data, be my guest, but what you are advocating is functionally going to lead to the elimination of privacy protections for everyone.",1558543770,1559848256,1558545651,7,0,False,100595367.0,B.,2,userReply,0,0,100601779,False,0
100617886,approved,100617886,0,Vivian,Upstate New York,NULL,NULL,,<br\//>,"@B.
Someone needs to have a talk with George Orwell.",1558612369,1559848260,1558622223,2,0,False,100595367.0,B.,2,userReply,0,0,100617886,False,0
100596610,approved,100596610,0,Nancy,NY,NULL,NULL,,<br\//>,"Do you mean more facebook disasters are needed?

Do you mean do this so a few scientists can make personal fortunes off our data?  Only later to sell us products many people can't afford? and that aren't very effective in the majority of cases anyway?

You would have to pay me - a LOT - to get me to share my data with the folks who tell us they will cure every disease soon if we would all just give them our data.   

It's the ultimate scam.",1558529509,1559848276,1558542247,53,1,True,,,1,comment,0,0,100596610,False,0
100597164,approved,100597164,0,Peter,CT,NULL,NULL,,<br\//>,"@Nancy
You really nail the risk that Mr. Miner otherwise elides: if we give our healthcare data away freely to corporate entities, we have no control over how they may decide to sell the fruits of that data back to us. 

Take the not-so-hypothetical example of a company that develops an AI to spot tumors in lung CT scans. Thousands of patients may contribute their medical images to help with such an endeavor. And what does society get in the end for such cooperation? A single company that now owns the IP for the world's best method for diagnosing lung cancer. Given recent price-gouging controversies in the pharma industry, I can't say that I'm reassured by the idea of business entities locking up more aspects of humanity's collective understanding of healthcare. We should tread carefully when it comes to the ownership of health data.",1558531920,1559848378,1558531932,33,0,False,100596610.0,Nancy,2,userReply,0,0,100597164,False,0
100596683,approved,100596683,0,B,NY,NULL,NULL,,<br\//>,"I'm sorry, but in the scope of problems with our healthcare system, reforming HIPAA so that millennials can build healthcare apps doesn't strike me as a burning priority. There's a lot of hype regarding AI and medicine, and this is one area where we don't need to ""move fast and break things.""",1558529827,1559848287,1558542195,73,0,True,,,1,comment,0,0,100596683,False,0
100595573,approved,100595573,0,JSK,Crozet,NULL,NULL,,<br\//>,"As long as we move towards universal health care  and carefully exclude penalties for pre-existing conditions, then the arguments here may have some merit. But in a world where our health data are put under a microscope to set and constrict coverage this sort of data sharing can also do a great deal of harm. As is often the case, the problems may not be due to the technologies themselves, but on how others choose to use them, particularly for financial gain. 

If spread too far and wide, employers can also easily discriminate--it is not much of a step to people with many chronic health conditions would be avoided in the workplace, if those health data could be used.

Any employer who had to pay health insurance premiums would be tempted to try to gain access. Pharmaceutical firms could further target their marketing. 

I know the old argument is that sunshine is the best medicine; it also kills.",1558523670,1559052717,1558542166,61,2,True,,,1,comment,0,0,100595573,False,0
100605995,approved,100605995,0,Jonathan Katz,St. Louis,NULL,NULL,,<br\//>,"@JSK
This writer hasn't heard of anonymizing, so medical data cannot be traced to any individual.  With a little care, it works.  Researchers want averages over large numbers of individuals, not to tie a name to any one record.",1558552797,1558575898,1558552798,1,0,False,100595573.0,JSK,2,userReply,0,0,100605995,False,0
100608841,approved,100608841,0,JSK,Crozet,NULL,NULL,,<br\//>,"@Jonathan Katz

I am not sure anonymizing works as well as you think: <a href=""https://www.theguardian.com/world/2018/jul/13/anonymous-browsing-data-medical-records-identity-privacy"" target=""_blank"">https://www.theguardian.com/world/2018/jul/13/anonymous-browsing-data-medical-records-identity-privacy</a> .",1558560574,1559052760,1558622225,1,0,False,100605995.0,JSK,2,userReply,0,0,100608841,False,0
100596388,approved,100596388,0,JMT,Mpls,NULL,NULL,,<br\//>,"The author should know better.

The collection of personal information including healthcare contacts, medical encounters, surgeries, pharmaceutical use, and DNA alleles should belong to the individual and not to those who collect it and sell the information to others for profit.

Remember Henrietta Lacks whose harvested immortal cells spawned an entire cell culture industry.

A much better approach to advancing health outcomes would be universal healthcare for all Americans. 

Epidemiological studies of that covered group would show the modifiable effects of alternate environments on the risks of premature death and disability. 

Diet, clean water, sewerage treatment, air quality, prevention of smoking, exposure to guns, lifestyle differences, unsafe products, unsafe transportation, harmful drugs and alcohol abuse are where the biggest payoffs lie.

Collection of your personal data and health information by strangers and corporations is not benign and the mergers of for driven by profit corporations (CVS and Aetna) with non-profit healthcare provider ""partners"" (hospital chains and medical providers) creates information pools for data miners to enhance their profits at the expense of you and also your DNA relatives.",1558528474,1559167912,1558542143,72,2,True,,,1,comment,0,0,100596388,False,0
100597563,approved,100597563,0,B.,Brooklyn,NULL,NULL,,<br\//>,"Ms. Lacks's cells came in handy for untold numbers of people.

As I get to the end of my days, I think less about cremation, my first choice, and more about giving my body to a medical college. I certainly wouldn't expect my family to profit from whatever good might come out of it.",1558533312,1558561897,1558533313,4,0,False,100596388.0,JMT,2,userReply,0,0,100597563,False,0
100609646,approved,100609646,0,LInda,Washington State,NULL,NULL,,<br\//>,"@JMT

Henrietta Lacks was provided with high end (for the time) medical care, which unfortunately was not enough to save her.  Her cells were not harvested maliciously or dishonestly, but as part of her treatment.  For her cells, after removal, to not belong to her any longer was normal then and still is today, unless that has changed very recently.

ALL of us, EVERY TIME we have blood taken or cells harvested for a biopsy or Pap smear or whatever, or have a tumor removed, etc., are DONATING our cells and tissues to the system.  If any of us had cells as interesting and useful as the HELA cells, our cells would  probably be commercialized also, if a doctor/scientist noticed their special properties.  We could only hope that our cells provided benefit to as many people as the HELA cells.

[I believe that Henrietta Lacks descendants have received some compensation.  There is some problem in how they (the family) were treated earlier to obtain information and it is unfortunate (perhaps, unless they are not unhappy about it) that their private personal information was made available.  However the cells entering the public domain was not the issue.]",1558562928,1559052816,1558562930,2,0,False,100596388.0,JMT,2,userReply,0,0,100609646,False,0
100595296,approved,100595296,0,giulie B.,WV,NULL,NULL,,<br\//>,"Until there is a gaurantee that big data wont be used to preclude people from care, especially for pre-existing conditions, I don't want my health info being seen or used by anyone!",1558521701,1559848333,1558542115,122,7,True,,,1,comment,0,0,100595296,False,0
100595737,approved,100595737,0,B.,Brooklyn,NULL,NULL,,<br\//>,"So-called ""Obama-care"" guaranteed that pre-existing conditions could not be used to exclude people from health coverage. I personally was very relieved when it passed even though I had medical coverage through my job. (Hey, almost anyone can lose a job.)

So I was puzzled when so many people voted for Trump and the GOP, who called for abolishing this humane law.",1558524863,1559052922,1558524864,21,0,False,100595296.0,giulie B.,2,userReply,0,0,100595737,False,0
100597528,approved,100597528,0,Margo,Atlanta,NULL,NULL,,<br\//>,@B. I don't think anyone anticipated the pre-existing condition rule of the ACA to be changed - that was a surprise paid for by the insurance lobby.,1558533210,1558963358,1558533211,2,0,False,100595737.0,giulie B.,2,userReply,0,0,100597528,False,0
100597677,approved,100597677,0,B.,Brooklyn,NULL,NULL,,<br\//>,How can the voting in of Republicans NOT have meant the death of that clause?,1558533632,1558559658,1558536660,5,0,False,100595737.0,giulie B.,2,userReply,0,0,100597677,False,0
100600384,approved,100600384,0,Charles,NorCal,NULL,NULL,,<br\//>,"I think that there are a lot of people like me who don't have preexisting conditions that an employer or insurance company or individual would care about. 

I would have no problems with and support researchers using my medical history,  to advance better medical care. I don't see why a person couldn't sign to opt out of HIPPA for research, if the opt out clearly stated the reasons why a person might not want to have their medical records accessible. And a person could opt back in at any time.",1558542052,1558542053,1558542053,0,0,False,,,1,comment,0,0,100600384,False,0
100600227,approved,100600227,0,Steve Fankuchen,"Oakland, CA",NULL,NULL,,<br\//>,"Currently, medical practice is largely defined by insurance corporations, whose well-paid legal teams work to maximize corporate profit. The downside of the previous medical model, which had the doctor as an independent, unquestioned priest, has been replaced by the downside of the patient being reduced to a statistic to be harvested.

Doctors, who once had impressive clinical experience dealing with and latitude to treat an individual body, are now reduced to busily spending the very brief patient interaction furiously typing away on a keyboard and figuring out which legal algorithms and protocols to quickly usher the patient out the door with.

Much as car mechanics no longer know how to fix a car's parts, largely left to the expensive ""art"" of replacement because of the way cars are designed, doctors have largely become just technical purveyors of computer-driven modeling.

It used to be that for a buck eighty-nine, a screwdriver, and five minutes of my time, I could change a headlight. The other day a friend took her Toyota into the dealer to change a headlight because the headlight in her car was not accessible, and she was told it would cost $350 and to make an appointment to return and spend an hour there. Medicine is now similar.

""In Health Care, Too Much Privacy Is a Bad Thing"" trumpets the title of this article. As one who strongly values quality over quantity, I would instead be inclined to write a piece headlined, ""In Life, Too Little Privacy Is a Bad Thing.""",1558541810,1559050004,1558541811,3,0,False,,,1,comment,0,0,100600227,False,0
100600199,approved,100600199,0,TP,"Santa Cruz, CA",NULL,NULL,,<br\//>,"Safely anonymized health data would revolutionize cancer and heart disease diagnosis as a minimum. What seems to stand in the way is concerns about insurance company usage of this data.
A solution to that concern would be a national health care system that tightly regulates the insurance providers, like other advanced nations have.",1558541737,1558547998,1558541738,2,0,False,,,1,comment,0,0,100600199,False,0
100600115,approved,100600115,0,q2,Brooklyn,NULL,NULL,,<br\//>,"I have been told by medical record security experts that the per person price on ""dark web"" internet sites for stolen medical records presumably intended for unlawful/fraudulent use by ID thieves and other scammers (and possibly by  currently legitimate targeted marketing businesses?) is normally higher than the per person price of most stolen ""normal"" financial records.  

Note that such medical records usually contain social security, payment methods and other financial info, as well as extremely sensitive personal medical information. 

It is easy to understand the reason for this pricing difference, and why most informed people have great hesitancy about electronic medical data, given the lack of uniform security standards and effective and appropriate liability for entities and individuals involved in data collection, storage and transmission.",1558541535,1559050043,1558541536,2,0,False,,,1,comment,0,0,100600115,False,0
100600025,approved,100600025,0,Penn Towers,Wausau,NULL,NULL,,<br\//>,One ought to be able to voluntary share data to a data base just as one can volunteer to participate in a clinical trial.,1558541276,1558541276,1558541276,0,0,False,,,1,comment,0,0,100600025,False,0
100599978,approved,100599978,0,Susan Liu,Brooklyn NY,NULL,NULL,,<br\//>,"Artificial intelligence will not really be a diagnostic tool, although it may help to perfect differential diagnosis. Differential diagnosis is the mental exercise every physician goes through to decide on a diagnosis for their patient. It is the laundry list of possible ailments for which we order tests and look for symptoms, and signs in the patient in order to rule them in or out as a diagnosis. For example, Mr. Miner's father, his diagnosis would have depended on several things: 1) the lung abnormality on chest x-ray, 2) work and exposure history, which might have suggested mesothelioma over other types of lung cancer and 3) a lung biopsy results for a definitive diagnosis. Mr. Miner has my condolences on his loss, but A.I. would not have made a diagnosis, but it might have suggested it or made a pathological diagnosis more accurate.
HIPAA was instituted during the beginnings of ""managed care"". People we're worried about being fired from work, being refused a place to live, being excluded from opportunities, etc. on the basis of a diagnosis of HIV or cancer. Development of A.I. requires lots of data, but that data would need to be anonimized. I am surprised to hear that Chinese companies have access to our data. That sounds like a case that the ACLU should be taking on. A.I. is a great thing, but I would still prefer a human physician to deal with me. No video conference. There are things that can't be picked up on a questionnaire or video that can affect patient care.",1558541127,1559050129,1558541128,1,0,False,,,1,comment,0,0,100599978,False,0
100599825,approved,100599825,0,Chris Rockett,"Milford,CT",NULL,NULL,,<br\//>,I have always found it curious that HIPAA is supposed to keep our healthcare data private from everyone except the insurance companies - the one actor who can use this data in the most nefarious ways.,1558540592,1559050307,1558540592,7,0,False,,,1,comment,0,0,100599825,False,0
100599707,approved,100599707,0,soozzie,Paris,NULL,NULL,,<br\//>,"It is too soon to know if I am a cancer survivor, but that is my goal.  

Since I started treatment I have been asked three times by my HMO Kaiser to participate in various kinds of studies.  I say yes every time, if only to honor those who went before and to aid, however I can, those who come after.",1558540244,1558540732,1558540245,4,0,False,,,1,comment,0,0,100599707,False,0
100599640,approved,100599640,0,Kate,Philadelphia,NULL,NULL,,<br\//>,"As a senior technology administrator in a major medical system, I disagree.

>Reforming HIPAA does not mean opening up all of our personal data to the highest bidder or for all uses.

As a matter of fact, it does. Piracy, viruses, we're all susceptible to them. Hospitals are hit all the time, and there goes HIPAA. Insurance companies would like this data, marketers for pharmaceuticals, vendors for medical products. It's been shown that anonymity is impossible at this point.

No thanks.",1558539993,1559050339,1558539994,6,0,False,,,1,comment,0,0,100599640,False,0
100599560,approved,100599560,0,Bob,Hudson Valley,NULL,NULL,,<br\//>,"Given the rate that privacy is being eroded it is strange to read a headline saying that ""Too Much Privacy Is a Bad Thing"" when it comes to health care. There are endless arguments to give up privacy such a better health, a better running car, more efficient financial transactions, an optimized home, the ease of using voice commands, etc. Yes, there are some real advantages but the trade offs are generally not worth it. Privacy itself is an important goal and is not worth giving up because someone like Mark Zukerberg makes the outrageous claim that privacy no longer exists. We need to get our privacy back before we wind up like China with social credit scores being used to control our behavior. If we want optimal health then we will allow sensors to be attached to numerous parts our bodies which will provide a constant stream of data to AI algorithms which will assess our health status at every instant and the data will be used for targeted advertising and decisions made about our health insurance as well as our health. There are trade offs here between health and constant surveillance that need to be given much thought.",1558539783,1559050389,1558539785,2,0,False,,,1,comment,0,0,100599560,False,0
100599544,approved,100599544,0,Steve,Alabama,NULL,NULL,,<br\//>,"The author is probably connected with a Big Data company which will be bribing government officials to change the laws to his liking anyway.  He does not say who he works for, which is a bit ironic since he wants us to share all our information with him.  He also does not include the justifiable belief that AI programs can easily deduce all our personal information from the ""anonymous"" medical information we give him.  Birth Date, City, Height, etc.  can be reverse engineered to point directly at me, if someone wants to do it.

I'd be open to this general idea if my data were kept at my physician's office and only released to the AI professionals at my death, much as my organs will be contributed to needy patients at my death.  I'd be even more willing to do this if I was paid handsomely for this contribution, which would not have the ethical issues involved with being paid for my organs.

As others have already said, there are many more and better ways to improve health care in the USA that do not involve providing large corporations with yet another source of income.",1558539734,1559050409,1558539736,5,0,False,,,1,comment,0,0,100599544,False,0
100599433,approved,100599433,0,Tcarl.,"Bonita Springs, Fla",NULL,NULL,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/avatars/cropped-1c35a082c51d51fdbf933aed0a9f80906b89b70b7f4542302941e695fb9eb71e.jpg,<br\//>,"I am a retired physician who dealt with HIPAA for a number of years, and I would have to say that of the many things that caused me to retire, HIPAA stands tall as one of the most important.  I was really brought to the understanding of the issue when I found that I had to talk to my internist about some lab studies, rules imposed my my far too conservative and frightened clinic.  

Our medial system would be far more efficient if HIPAA didn't exist and our much touted (and entirely failing) electronic charting system were allowed to mature into a functional system.  

In my years of practice, the unspoken rule to not talk about my patients' illnesses was an occasional issue for my wife, when one of her (sometimes  best) friends would ask her when I was operating on her husband and she had no clue that I had even seen him.  I guess that puts too much trust on the medical profession, but it has worked for many millennia.  
 
HIPAA and electronic medical records have combined to make practicing medicine  much less efficient and I'd say likely more error prone than it was prior to those touted reforms.",1558539315,1559050482,1558539316,3,0,False,,,1,comment,0,0,100599433,False,0
100599419,approved,100599419,0,Sari Hoerner,Seattle,NULL,NULL,,<br\//>,"As a researcher based in a healthcare system for much of the last 20 years, I can validate many of the author's assertions. Appropriate access to health data for approved research is challenging (but possible!) & the data are often very messy (but usable!). I'd be over the moon if we did live in a more altruistic world where data donation for advancing our understanding of health & healthcare was the norm, with thoughtful principles that enable individuals to decide who may use their data, under what circumstances.  Further, we must acknowledge that these decisions & preferences are dynamic, and may change if the individual/family is befallen with illness, has their data compromised by a ""bad actor"" or for myriad other reasons.  

But our current reality is less conducive to a utopian ideal of data sharing as a public good.  Data is valuable, both at the individual & aggregate level. Yet calculating this value is no less than a Gordian knot--permutations of how the value is quantified are infinite.  That said, biotech & tech see infinite potential & payoff our health data.

Unfortunately, current regs (HIPAA, chiefly) were created in a pre-digital era. Modernization cannot come soon enough, and GDPR is a great template for the U.S.  Additionally the Genetic Information Nondiscrimination Act (GINA) should be expanded to encompass all medical information (MINA!)

Only through sensible policies can culture change follow. Otherwise, tech & corporate leaders will set the agenda.",1558539265,1559050551,1558539267,1,0,False,,,1,comment,0,0,100599419,False,0
100599098,approved,100599098,0,BBC,"Shell Beach, CA",NULL,NULL,,<br\//>,"Well, at least it is obvious the writer has a vested interest in his proposal. And an obvious blindspot that appears to be endemic in the tech world: the potential for truly evil outcomes. The writer seems to assume the data harvesters will be benign and honorable in their desire for and use of our data. Like Cambridge Analytical? Only the potential for truly horrific consequences arise when medical and eventually genetic information is disseminated without specific individual control. Yes- AI can help in medical advancements. No- we don’t have adequate ways to safeguard the privacy of the individual. Please technologists: solve the problem before asking for our information.",1558538280,1559050581,1558538281,6,0,False,,,1,comment,0,0,100599098,False,0
100598905,approved,100598905,0,sue,colorado,NULL,NULL,,<br\//>,"HIPPA: HEALTH INSURANCE PORTABILITY and Privacy Act was all about health insurance companies having easy access to information they could use to deny coverage for “preexisting”conditions when patients switched health insurance carriers, with the ruse of protecting patient privacy. Patient privacy was long lost in the process and health insurance companies got open access to all the data they want to control their profit margins.",1558537709,1559050601,1558537709,5,0,False,,,1,comment,0,0,100598905,False,0
100598840,approved,100598840,0,Steve Fankuchen,"Oakland, CA",NULL,NULL,,<br\//>,"""In Health Care, Too Much Privacy Is a Bad Thing"" trumpets the title of this article. Actually, as one who strongly values quality over quantity, I would be inclined to write a piece headlined, ""In Life, Too Little Privacy Is a Bad Thing.""",1558537503,1558541401,1558537504,5,0,False,,,1,comment,0,0,100598840,False,0
100598826,approved,100598826,0,Marta,NYC,NULL,NULL,,<br\//>,"""An app that would tell people whether their symptoms were severe enough to warrant a trip to the doctor or even the emergency room.""  More like ..""An app that would give payers ammunition to reduce utilization/deny claims.""  That's the world we live in Mr. Miner and to think otherwise is simply naive.",1558537458,1558790939,1558537459,10,0,False,,,1,comment,0,0,100598826,False,0
100598811,approved,100598811,0,patricia,Illinois,NULL,NULL,,<br\//>,"Oh, yes, we want free data to create apps, medications, or diagnostics whose benefits will be sold to us later. Or insurance might lock us out somehow.",1558537413,1558554265,1558537414,6,0,False,,,1,comment,0,0,100598811,False,0
100598783,approved,100598783,0,Middleman MD,"New York, NY",NULL,NULL,,<br\//>,"""One solution is to increase patient control. The government could create a data repository to which patients could upload their information and that would give them controls over how much they wanted to share and with whom.""

In practice, no one wishing to share their data would upload it.  Rather, anyone wanting to see a physician, or wishing to be covered by health insurance would be asked to sign paperwork akin to the ""terms and conditions"" many of us routinely sign to use apps and websites.  In short, there would be no functional way to opt out and still receive health care.  Indeed, very likely even patients paying cash would not be permitted to opt out.  

What this means is that patients would lose control over their data, likely in a way that would be irreversible.  As health care providers are also increasingly asked to document lifestyle issues that may relate to health, like sexual orientation and practices, immigration status, legal history, firearm ownership, history of physical or sexual abuse, or job or marital conflicts that cause stress or insomnia, this information is likely to end up being shared in perpetuity with health care organizations.  

Concurrently, the US Dept of Health and Human Services is also trying to re-interpret HIPAA laws to allow for what amounts to unlimited data sharing.  Dept of HHS is currently asking for comments to be offered on this (Docket HHS OCR 0945-AAOO) but virtually every news outlet has been ignoring this.",1558537335,1559050674,1558537337,4,0,False,,,1,comment,0,0,100598783,False,0
100597695,approved,100597695,0,Carla,NE Ohio,NULL,NULL,,<br\//>,"For a longer, healthier life, stay away from doctors!",1558533715,1558552889,1558536664,3,0,False,,,1,comment,0,0,100597695,False,0
100596831,approved,100596831,0,Gregory,New York,NULL,NULL,,<br\//>,"Yes of course -- the writer works in big data, and is telling us go ahead, give up your data.

There is zero trust left, thanks to the fact that entire industries -- the worlds most valuable companies -- have built their business models on wanton disregard of privacy in their use of the most personal user data imaginable.

May the writer take a long walk on a short pier. Preferably over shark-infested waters.",1558530606,1558557671,1558536663,4,0,False,,,1,comment,0,0,100596831,False,0
100595822,approved,100595822,0,Gerard,PA,NULL,NULL,,<br\//>,"AI : the ultimate, faceless functionary against whom there will be no appeal. Programmed by humans unable to predict the consequences of tiny algorithmic subtleties, it scares me ... and it should scare you.",1558525385,1559050697,1558536663,3,0,False,,,1,comment,0,0,100595822,False,0
100595813,approved,100595813,0,j ecoute,France,NULL,NULL,,<br\//>,"Medical data brokering is already an immensely lucrative business. You and your health are not benefitting. Corporations are:

<a href=""https://www.fastcompany.com/90310803/here-are-the-data-brokers-quietly-buying-and-selling-your-personal-information"" target=""_blank"">https://www.fastcompany.com/90310803/here-are-the-data-brokers-quietly-buying-and-selling-your-personal-information</a>

Have a close look at the second graphic in this article: ""In 2017, data giant Acxiom provided up to 3,000 attributes on 700 million people. In 2018, the number was 10,000, on 2.5 billion consumers."" This included readily bought-and-sold health data which insurers/pharmas/and other providers collect on you.

<a href=""https://www.wired.com/story/veritas-genomics-scoops-up-an-ai-company-to-sort-out-its-dna"" target=""_blank"">https://www.wired.com/story/veritas-genomics-scoops-up-an-ai-company-to-sort-out-its-dna</a>/

Note in particular: ""With AI, Cifric [the founder of Veritas] believes Veritas will be able to not only dig up these various genetic contributors, but also assign each a statistical score showing how much it contributes to the overall risk."" Risk = the amount of resistance an insurer has to covering you for this (possible) disease. When ACA is repealed, this will happen. Any genetic info will be fair game.",1558525330,1558541452,1558536662,2,0,False,,,1,comment,0,0,100595813,False,0
100596664,approved,100596664,0,A Discordant Voice,USA,NULL,NULL,,<br\//>,This article: Data scientists like privacy until it cuts into their bottom line.,1558529759,1558542980,1558536662,4,0,False,,,1,comment,0,0,100596664,False,0
100596752,approved,100596752,0,D,Btown,NULL,NULL,,<br\//>,"China has no problem accessing the medical data of its citizens, maybe this should be a clue to where this is going.",1558530222,1558550803,1558536661,5,0,False,,,1,comment,0,0,100596752,False,0
100597799,approved,100597799,0,Eugene Patrick Devany,"Massapequa Park, NY",NULL,NULL,,<br\//>,"Health insurance companies should keep and analyze all health records - for clients that elect the service. Because many would not trust the government, private companies would be a necessary part of future health care systems. As digital monitoring expands with technology, most data could b0",1558534084,1558536661,1558536661,0,3,False,,,1,comment,0,0,100597799,False,0
100598867,approved,100598867,0,Rob Kotecki,Los Angeles,NULL,NULL,,<br\//>,"@Eugene Patrick Devany Should they? Or will those insurance companies merely use such data to jack up premiums on certain people as ""high risk"" customers? If protections for pre-existing are shredded, insurance companies can use that data to argue that they don't need to cover anyone who is genetically predisposed for cancer or other illness. People may not trust the government, but we already have death panels. They work at insurance companies and they are devoted to making sure they maximize profits even if we end up dead or broke for the crime of getting sick and needing insurance.",1558537580,1559050784,1558537581,3,0,False,100597799.0,Eugene Patrick Devany,2,userReply,0,0,100598867,False,0
